model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,logged_at,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.48,0.25,0.0,,,0.0338,0.0622,0.0223,0.0313,0.0185,0.0221,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.34,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:40:01,,,,,100.0,0.0001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.74,0.25,0.0,,,0.0335,0.0567,0.0221,0.0295,0.0184,0.0214,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.58,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:40:17,,,,,100.0,0.0001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.65,0.25,0.0,,,0.0327,0.0614,0.0218,0.031,0.0183,0.022,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.82,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:40:42,,,,,100.0,0.0001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.83,0.25,0.0,,,0.2109,0.3222,0.1342,0.17,0.1091,0.1237,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.7,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:40:58,,,,,128.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.62,0.26,0.0,,,0.2411,0.3611,0.1582,0.1969,0.1311,0.1469,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.47,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:41:24,,,,,128.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.7,0.26,0.0,,,0.241,0.3621,0.1592,0.1982,0.1324,0.1484,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.58,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:41:49,,,,,128.0,0.001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.84,0.26,0.0,,,0.0331,0.0635,0.0219,0.0314,0.0182,0.022,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.75,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:42:05,,,,,128.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.58,0.25,0.0,,,0.2164,0.3248,0.1365,0.1714,0.1103,0.1246,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.43,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:42:30,,,,,128.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.54,0.25,0.0,,,0.1906,0.2877,0.1213,0.1525,0.0987,0.1114,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.39,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:42:56,,,,,128.0,0.0005,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.74,0.25,0.0,,,0.0327,0.0619,0.0218,0.0311,0.0183,0.022,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.76,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:43:12,,,,,128.0,0.0001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.53,0.25,0.0,,,0.0331,0.0626,0.022,0.0314,0.0184,0.0222,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.41,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:43:37,,,,,128.0,0.0001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.77,0.25,0.0,,,0.0335,0.0572,0.0221,0.0296,0.0184,0.0214,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.45,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:43:53,,,,,128.0,0.0001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.54,0.26,0.0,,,0.0325,0.0612,0.0218,0.031,0.0184,0.0221,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.19,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 128, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:44:18,,,,,128.0,0.0001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,10.68,0.26,0.0,,,0.2078,0.3228,0.1333,0.1704,0.1089,0.1241,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.59,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:44:35,,,,,256.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.3,0.26,0.0,,,0.2436,0.3614,0.1608,0.1988,0.1337,0.1493,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.36,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:45:02,,,,,256.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.22,0.27,0.0,,,0.2412,0.3574,0.1587,0.1961,0.1316,0.147,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.01,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:45:29,,,,,256.0,0.001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,10.62,0.26,0.0,,,0.033,0.0632,0.0219,0.0315,0.0183,0.0222,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.66,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:45:46,,,,,256.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.34,0.28,0.0,,,0.2112,0.3226,0.1325,0.1683,0.1067,0.1214,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.27,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:46:13,,,,,256.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.37,0.27,0.0,,,0.1609,0.252,0.1008,0.1302,0.0812,0.0932,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.23,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:46:40,,,,,256.0,0.0005,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,10.78,0.25,0.0,,,0.0335,0.0583,0.0221,0.03,0.0184,0.0216,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.83,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:46:57,,,,,256.0,0.0001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.6,0.26,0.0,,,0.033,0.0605,0.0217,0.0305,0.0181,0.0216,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.5,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:47:25,,,,,256.0,0.0001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,10.82,0.26,0.0,,,0.0335,0.0584,0.0222,0.0301,0.0185,0.0217,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,16.66,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:47:41,,,,,256.0,0.0001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,21.49,0.27,0.0,,,0.0308,0.0577,0.0208,0.0294,0.0176,0.0211,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,27.56,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 256, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:48:09,,,,,256.0,0.0001,0.2,1.0,CE,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,269.44,369.99,0.0,100.0,250.0,0.2061,0.339,0.1287,0.1713,0.1034,0.1208,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 100, ""vsknn_sample_size"": 250}",success,,646.46,"{""vsknn_k"": 100, ""vsknn_sample_size"": 250}",2026-05-28T06:58:55,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,274.7,377.95,0.0,100.0,500.0,0.2112,0.3428,0.1313,0.1735,0.1053,0.1225,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 100, ""vsknn_sample_size"": 500}",success,,659.7,"{""vsknn_k"": 100, ""vsknn_sample_size"": 500}",2026-05-28T07:09:55,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,296.7,414.29,0.0,200.0,100.0,0.1945,0.3172,0.1234,0.1627,0.1002,0.1162,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_sample_size"": 100}",success,,718.44,"{""vsknn_k"": 200, ""vsknn_sample_size"": 100}",2026-05-28T07:21:53,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,374.78,524.68,0.0,200.0,250.0,0.1989,0.3253,0.1251,0.1655,0.101,0.1174,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_sample_size"": 250}",success,,906.52,"{""vsknn_k"": 200, ""vsknn_sample_size"": 250}",2026-05-28T07:37:00,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,349.34,484.49,0.0,200.0,500.0,0.2073,0.346,0.1294,0.1739,0.104,0.1222,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_sample_size"": 500}",success,,840.85,"{""vsknn_k"": 200, ""vsknn_sample_size"": 500}",2026-05-28T07:51:01,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,295.77,412.11,0.0,500.0,100.0,0.1945,0.3172,0.1234,0.1627,0.1002,0.1162,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_sample_size"": 100}",success,,714.8,"{""vsknn_k"": 500, ""vsknn_sample_size"": 100}",2026-05-28T08:02:56,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,477.62,674.14,0.0,500.0,250.0,0.1961,0.3202,0.124,0.1636,0.1005,0.1165,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_sample_size"": 250}",success,,1158.83,"{""vsknn_k"": 500, ""vsknn_sample_size"": 250}",2026-05-28T08:22:14,,,,,,,,,,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,775.01,1101.72,0.0,500.0,500.0,0.1963,0.3213,0.1243,0.1641,0.1007,0.1169,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_sample_size"": 500}",success,,1883.88,"{""vsknn_k"": 500, ""vsknn_sample_size"": 500}",2026-05-28T08:53:38,,,,,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,302.98,423.52,0.0,,,0.2165,0.3513,0.1374,0.1807,0.1116,0.1293,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,733.59,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T09:05:52,100.0,100.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,303.89,423.5,0.0,,,0.2071,0.3366,0.1312,0.1727,0.1065,0.1234,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,734.45,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T09:18:06,100.0,100.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,301.9,421.6,0.0,,,0.2164,0.3538,0.1367,0.1807,0.1108,0.1286,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,730.46,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T09:30:17,100.0,100.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,302.56,422.33,0.0,,,0.2412,0.3925,0.1541,0.2027,0.1258,0.1457,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,732.09,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T09:42:29,100.0,100.0,0.2,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,304.28,424.44,0.0,,,0.2331,0.3802,0.1472,0.1944,0.1192,0.1384,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,735.84,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T09:54:45,100.0,100.0,0.2,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,283.78,391.54,0.0,,,0.2259,0.3678,0.145,0.1906,0.1187,0.1373,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,682.37,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T10:06:07,100.0,250.0,0.05,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,271.75,374.14,0.0,,,0.2169,0.3576,0.137,0.1822,0.1111,0.1295,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,652.84,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T10:17:00,100.0,250.0,0.05,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,284.52,390.41,0.0,,,0.2368,0.3893,0.1524,0.2014,0.125,0.1451,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,682.05,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T10:28:22,100.0,250.0,0.1,True,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,278.39,383.58,0.0,,,0.2262,0.3753,0.1433,0.1912,0.1163,0.1359,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,669.22,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T10:39:31,100.0,250.0,0.1,False,,,,,,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,279.92,386.33,0.0,,,0.2563,0.4166,0.1635,0.2152,0.1334,0.1547,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,673.48,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T10:50:45,100.0,250.0,0.2,True,,,,,,
